Team,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
WAS,79,Tue Apr 5 2022,8:00p,,Box Score,@,Minnesota Timberwolves,W,,132,114,35,44,W 1,
WAS,80,Wed Apr 6 2022,8:00p,,Box Score,@,Atlanta Hawks,L,,103,118,35,45,L 1,
WAS,81,Fri Apr 8 2022,7:00p,,Box Score,,New York Knicks,L,,92,114,35,46,L 2,
WAS,82,Sun Apr 10 2022,3:30p,,Box Score,@,Charlotte Hornets,L,,108,124,35,47,L 3,
ORL,1,Wed Oct 20 2021,8:30p,,Box Score,@,San Antonio Spurs,L,,97,123,0,1,L 1,
ORL,2,Fri Oct 22 2021,7:00p,,Box Score,,New York Knicks,L,,96,121,0,2,L 2,
ORL,3,Sun Oct 24 2021,7:00p,,Box Score,@,New York Knicks,W,,110,104,1,2,W 1,
ORL,4,Mon Oct 25 2021,7:30p,,Box Score,@,Miami Heat,L,,90,107,1,3,L 1,
ORL,5,Wed Oct 27 2021,7:00p,,Box Score,,Charlotte Hornets,L,,111,120,1,4,L 2,
ORL,6,Fri Oct 29 2021,7:00p,,Box Score,@,Toronto Raptors,L,,109,110,1,5,L 3,
ORL,7,Sat Oct 30 2021,7:00p,,Box Score,@,Detroit Pistons,L,,103,110,1,6,L 4,
ORL,8,Mon Nov 1 2021,8:00p,,Box Score,@,Minnesota Timberwolves,W,,115,97,2,6,W 1,
ORL,9,Wed Nov 3 2021,7:00p,,Box Score,,Boston Celtics,L,,79,92,2,7,L 1,
ORL,10,Fri Nov 5 2021,7:00p,,Box Score,,San Antonio Spurs,L,,89,102,2,8,L 2,
ORL,11,Sun Nov 7 2021,6:00p,,Box Score,,Utah Jazz,W,,107,100,3,8,W 1,
ORL,12,Wed Nov 10 2021,7:00p,,Box Score,,Brooklyn Nets,L,,90,123,3,9,L 1,
ORL,13,Sat Nov 13 2021,7:00p,,Box Score,,Washington Wizards,L,,92,104,3,10,L 2,
ORL,14,Mon Nov 15 2021,7:30p,,Box Score,@,Atlanta Hawks,L,,111,129,3,11,L 3,
ORL,15,Wed Nov 17 2021,7:30p,,Box Score,@,New York Knicks,W,,104,98,4,11,W 1,
ORL,16,Fri Nov 19 2021,7:30p,,Box Score,@,Brooklyn Nets,L,,113,115,4,12,L 1,
ORL,17,Sat Nov 20 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,108,117,4,13,L 2,
ORL,18,Mon Nov 22 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,92,123,4,14,L 3,
ORL,19,Wed Nov 24 2021,7:00p,,Box Score,,Charlotte Hornets,L,,99,106,4,15,L 4,
ORL,20,Fri Nov 26 2021,7:00p,,Box Score,,Chicago Bulls,L,,88,123,4,16,L 5,
ORL,21,Sat Nov 27 2021,8:00p,,Box Score,@,Cleveland Cavaliers,L,,92,105,4,17,L 6,
ORL,22,Mon Nov 29 2021,7:00p,,Box Score,@,Philadelphia 76ers,L,,96,101,4,18,L 7,
ORL,23,Wed Dec 1 2021,7:00p,,Box Score,,Denver Nuggets,W,,108,103,5,18,W 1,
ORL,24,Fri Dec 3 2021,8:00p,,Box Score,@,Houston Rockets,L,,116,118,5,19,L 1,
ORL,25,Mon Dec 6 2021,10:00p,,Box Score,@,Golden State Warriors,L,,95,126,5,20,L 2,
ORL,26,Wed Dec 8 2021,10:00p,,Box Score,@,Sacramento Kings,L,,130,142,5,21,L 3,
ORL,27,Sat Dec 11 2021,3:30p,,Box Score,@,Los Angeles Clippers,L,,104,106,5,22,L 4,
ORL,28,Sun Dec 12 2021,9:30p,,Box Score,@,Los Angeles Lakers,L,,94,106,5,23,L 5,
ORL,29,Wed Dec 15 2021,7:00p,,Box Score,,Atlanta Hawks,L,,99,111,5,24,L 6,
ORL,30,Fri Dec 17 2021,7:00p,,Box Score,,Miami Heat,L,,105,115,5,25,L 7,
ORL,31,Sat Dec 18 2021,7:30p,,Box Score,@,Brooklyn Nets,W,,100,93,6,25,W 1,
ORL,32,Wed Dec 22 2021,7:30p,,Box Score,@,Atlanta Hawks,W,,104,98,7,25,W 2,
ORL,33,Thu Dec 23 2021,7:00p,,Box Score,,New Orleans Pelicans,L,,104,110,7,26,L 1,
ORL,34,Sun Dec 26 2021,3:30p,,Box Score,@,Miami Heat,L,,83,93,7,27,L 2,
ORL,35,Tue Dec 28 2021,7:00p,,Box Score,,Milwaukee Bucks,L,,110,127,7,28,L 3,
ORL,36,Thu Dec 30 2021,7:00p,,Box Score,,Milwaukee Bucks,L,,118,136,7,29,L 4,
ORL,37,Sun Jan 2 2022,6:00p,,Box Score,@,Boston Celtics,L,OT,111,116,7,30,L 5,
ORL,38,Mon Jan 3 2022,8:00p,,Box Score,@,Chicago Bulls,L,,98,102,7,31,L 6,
ORL,39,Wed Jan 5 2022,7:00p,,Box Score,,Philadelphia 76ers,L,,106,116,7,32,L 7,
ORL,40,Sat Jan 8 2022,7:00p,,Box Score,@,Detroit Pistons,L,,92,97,7,33,L 8,
ORL,41,Sun Jan 9 2022,6:00p,,Box Score,,Washington Wizards,L,,100,102,7,34,L 9,
ORL,42,Wed Jan 12 2022,7:00p,,Box Score,@,Washington Wizards,L,,106,112,7,35,L 10,
ORL,43,Fri Jan 14 2022,7:00p,,Box Score,@,Charlotte Hornets,W,,116,109,8,35,W 1,
ORL,44,Sat Jan 15 2022,9:30p,,Box Score,@,Dallas Mavericks,L,,92,108,8,36,L 1,
ORL,45,Mon Jan 17 2022,7:00p,,Box Score,,Portland Trail Blazers,L,,88,98,8,37,L 2,
ORL,46,Wed Jan 19 2022,7:00p,,Box Score,@,Philadelphia 76ers,L,,110,123,8,38,L 3,
ORL,47,Fri Jan 21 2022,7:00p,,Box Score,,Los Angeles Lakers,L,,105,116,8,39,L 4,
ORL,48,Sun Jan 23 2022,6:00p,,Box Score,,Chicago Bulls,W,,114,95,9,39,W 1,
ORL,49,Wed Jan 26 2022,7:00p,,Box Score,,Los Angeles Clippers,L,,102,111,9,40,L 1,
ORL,50,Fri Jan 28 2022,7:00p,,Box Score,,Detroit Pistons,W,,119,103,10,40,W 1,
ORL,51,Sun Jan 30 2022,7:00p,,Box Score,,Dallas Mavericks,W,,110,108,11,40,W 2,
ORL,52,Tue Feb 1 2022,8:00p,,Box Score,@,Chicago Bulls,L,,115,126,11,41,L 1,
ORL,53,Wed Feb 2 2022,7:00p,,Box Score,@,Indiana Pacers,W,,119,118,12,41,W 1,
ORL,54,Sat Feb 5 2022,5:00p,,Box Score,,Memphis Grizzlies,L,,115,135,12,42,L 1,
ORL,55,Sun Feb 6 2022,6:00p,,Box Score,,Boston Celtics,L,,83,116,12,43,L 2,
ORL,56,Tue Feb 8 2022,10:00p,,Box Score,@,Portland Trail Blazers,W,,113,95,13,43,W 1,
ORL,57,Fri Feb 11 2022,9:00p,,Box Score,@,Utah Jazz,L,,99,114,13,44,L 1,
ORL,58,Sat Feb 12 2022,9:00p,,Box Score,@,Phoenix Suns,L,,105,132,13,45,L 2,
ORL,59,Mon Feb 14 2022,9:00p,,Box Score,@,Denver Nuggets,L,,111,121,13,46,L 3,
ORL,60,Wed Feb 16 2022,7:00p,,Box Score,,Atlanta Hawks,L,,109,130,13,47,L 4,
ORL,61,Fri Feb 25 2022,7:00p,,Box Score,,Houston Rockets,W,,119,111,14,47,W 1,
ORL,62,Mon Feb 28 2022,7:00p,,Box Score,,Indiana Pacers,W,,119,103,15,47,W 2,
ORL,63,Wed Mar 2 2022,7:00p,,Box Score,,Indiana Pacers,L,OT,114,122,15,48,L 1,
ORL,64,Fri Mar 4 2022,7:30p,,Box Score,@,Toronto Raptors,W,,103,97,16,48,W 1,
ORL,65,Sat Mar 5 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,96,124,16,49,L 1,
ORL,66,Tue Mar 8 2022,7:00p,,Box Score,,Phoenix Suns,L,,99,102,16,50,L 2,
ORL,67,Wed Mar 9 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,108,102,17,50,W 1,
ORL,68,Fri Mar 11 2022,7:00p,,Box Score,,Minnesota Timberwolves,W,,118,110,18,50,W 2,
ORL,69,Sun Mar 13 2022,6:00p,,Box Score,,Philadelphia 76ers,L,OT,114,116,18,51,L 1,
ORL,70,Tue Mar 15 2022,7:00p,,Box Score,,Brooklyn Nets,L,,108,150,18,52,L 2,
ORL,71,Thu Mar 17 2022,7:00p,,Box Score,,Detroit Pistons,L,,120,134,18,53,L 3,
ORL,72,Sun Mar 20 2022,6:00p,,Box Score,,Oklahoma City Thunder,W,,90,85,19,53,W 1,
ORL,73,Tue Mar 22 2022,7:00p,,Box Score,,Golden State Warriors,W,,94,90,20,53,W 2,
ORL,74,Wed Mar 23 2022,8:00p,,Box Score,@,Oklahoma City Thunder,L,,102,118,20,54,L 1,
ORL,75,Sat Mar 26 2022,7:00p,,Box Score,,Sacramento Kings,L,OT,110,114,20,55,L 2,
ORL,76,Mon Mar 28 2022,7:00p,,Box Score,@,Cleveland Cavaliers,L,,101,107,20,56,L 3,
ORL,77,Wed Mar 30 2022,7:00p,,Box Score,@,Washington Wizards,L,,110,127,20,57,L 4,
ORL,78,Fri Apr 1 2022,7:00p,,Box Score,,Toronto Raptors,L,,89,102,20,58,L 5,
ORL,79,Sun Apr 3 2022,6:00p,,Box Score,,New York Knicks,L,,88,118,20,59,L 6,
ORL,80,Tue Apr 5 2022,7:00p,,Box Score,,Cleveland Cavaliers,W,,120,115,21,59,W 1,
ORL,81,Thu Apr 7 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,101,128,21,60,L 1,
ORL,82,Sun Apr 10 2022,7:00p,,Box Score,,Miami Heat,W,,125,111,22,60,W 1,
CHA,1,Wed Oct 20 2021,7:00p,,Box Score,,Indiana Pacers,W,,123,122,1,0,W 1,
CHA,2,Fri Oct 22 2021,7:00p,,Box Score,@,Cleveland Cavaliers,W,,123,112,2,0,W 2,
CHA,3,Sun Oct 24 2021,4:00p,,Box Score,@,Brooklyn Nets,W,,111,95,3,0,W 3,
CHA,4,Mon Oct 25 2021,7:00p,,Box Score,,Boston Celtics,L,OT,129,140,3,1,L 1,
CHA,5,Wed Oct 27 2021,7:00p,,Box Score,@,Orlando Magic,W,,120,111,4,1,W 1,
CHA,6,Fri Oct 29 2021,7:30p,,Box Score,@,Miami Heat,L,,99,114,4,2,L 1,
CHA,7,Sun Oct 31 2021,7:00p,,Box Score,,Portland Trail Blazers,W,,125,113,5,2,W 1,
CHA,8,Mon Nov 1 2021,7:00p,,Box Score,,Cleveland Cavaliers,L,,110,113,5,3,L 1,
CHA,9,Wed Nov 3 2021,10:00p,,Box Score,@,Golden State Warriors,L,,92,114,5,4,L 2,
CHA,10,Fri Nov 5 2021,10:00p,,Box Score,@,Sacramento Kings,L,,110,140,5,5,L 3,
CHA,11,Sun Nov 7 2021,9:00p,,Box Score,@,Los Angeles Clippers,L,,106,120,5,6,L 4,
CHA,12,Mon Nov 8 2021,10:30p,,Box Score,@,Los Angeles Lakers,L,OT,123,126,5,7,L 5,
CHA,13,Wed Nov 10 2021,8:00p,,Box Score,@,Memphis Grizzlies,W,,118,108,6,7,W 1,
CHA,14,Fri Nov 12 2021,7:00p,,Box Score,,New York Knicks,W,,104,96,7,7,W 2,
CHA,15,Sun Nov 14 2021,7:00p,,Box Score,,Golden State Warriors,W,,106,102,8,7,W 3,
CHA,16,Wed Nov 17 2021,7:00p,,Box Score,,Washington Wizards,W,,97,87,9,7,W 4,
CHA,17,Fri Nov 19 2021,7:00p,,Box Score,,Indiana Pacers,W,,121,118,10,7,W 5,
CHA,18,Sat Nov 20 2021,7:30p,,Box Score,@,Atlanta Hawks,L,,105,115,10,8,L 1,
CHA,19,Mon Nov 22 2021,7:00p,,Box Score,@,Washington Wizards,W,,109,103,11,8,W 1,
CHA,20,Wed Nov 24 2021,7:00p,,Box Score,@,Orlando Magic,W,,106,99,12,8,W 2,
CHA,21,Fri Nov 26 2021,7:00p,,Box Score,,Minnesota Timberwolves,W,,133,115,13,8,W 3,
CHA,22,Sat Nov 27 2021,8:00p,,Box Score,@,Houston Rockets,L,OT,143,146,13,9,L 1,
CHA,23,Mon Nov 29 2021,8:00p,,Box Score,@,Chicago Bulls,L,,119,133,13,10,L 2,
CHA,24,Wed Dec 1 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,125,127,13,11,L 3,
CHA,25,Sun Dec 5 2021,6:00p,,Box Score,@,Atlanta Hawks,W,,130,127,14,11,W 1,
CHA,26,Mon Dec 6 2021,7:00p,,Box Score,,Philadelphia 76ers,L,OT,124,127,14,12,L 1,
CHA,27,Wed Dec 8 2021,7:00p,,Box Score,,Philadelphia 76ers,L,,106,110,14,13,L 2,
CHA,28,Fri Dec 10 2021,7:00p,,Box Score,,Sacramento Kings,W,,124,123,15,13,W 1,
CHA,29,Mon Dec 13 2021,8:30p,,Box Score,@,Dallas Mavericks,L,,96,120,15,14,L 1,
CHA,30,Wed Dec 15 2021,8:30p,,Box Score,@,San Antonio Spurs,W,,131,115,16,14,W 1,
CHA,31,Fri Dec 17 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,116,125,16,15,L 1,
CHA,32,Sun Dec 19 2021,8:00p,,Box Score,@,Phoenix Suns,L,,106,137,16,16,L 2,
CHA,33,Mon Dec 20 2021,9:00p,,Box Score,@,Utah Jazz,L,,102,112,16,17,L 3,
CHA,34,Thu Dec 23 2021,9:00p,,Box Score,@,Denver Nuggets,W,,115,107,17,17,W 1,
CHA,35,Mon Dec 27 2021,7:00p,,Box Score,,Houston Rockets,W,,123,99,18,17,W 2,
CHA,36,Wed Dec 29 2021,7:00p,,Box Score,@,Indiana Pacers,W,,116,108,19,17,W 3,
CHA,37,Sun Jan 2 2022,7:00p,,Box Score,,Phoenix Suns,L,,99,133,19,18,L 1,
CHA,38,Mon Jan 3 2022,7:00p,,Box Score,@,Washington Wizards,L,,121,124,19,19,L 2,
CHA,39,Wed Jan 5 2022,7:00p,,Box Score,,Detroit Pistons,W,,140,111,20,19,W 1,
CHA,40,Sat Jan 8 2022,7:00p,,Box Score,,Milwaukee Bucks,W,,114,106,21,19,W 2,
CHA,41,Mon Jan 10 2022,7:00p,,Box Score,,Milwaukee Bucks,W,,103,99,22,19,W 3,
CHA,42,Wed Jan 12 2022,7:00p,,Box Score,@,Philadelphia 76ers,W,,109,98,23,19,W 4,
CHA,43,Fri Jan 14 2022,7:00p,,Box Score,,Orlando Magic,L,,109,116,23,20,L 1,
CHA,44,Mon Jan 17 2022,1:00p,,Box Score,@,New York Knicks,W,,97,87,24,20,W 1,
CHA,45,Wed Jan 19 2022,7:30p,,Box Score,@,Boston Celtics,W,,111,102,25,20,W 2,
CHA,46,Fri Jan 21 2022,7:00p,,Box Score,,Oklahoma City Thunder,W,,121,98,26,20,W 3,
CHA,47,Sun Jan 23 2022,7:00p,,Box Score,,Atlanta Hawks,L,,91,113,26,21,L 1,
CHA,48,Tue Jan 25 2022,7:00p,,Box Score,@,Toronto Raptors,L,,113,125,26,22,L 2,
CHA,49,Wed Jan 26 2022,7:00p,,Box Score,@,Indiana Pacers,W,,158,126,27,22,W 1,
CHA,50,Fri Jan 28 2022,7:30p,,Box Score,,Los Angeles Lakers,W,,117,114,28,22,W 2,
CHA,51,Sun Jan 30 2022,1:00p,,Box Score,,Los Angeles Clippers,L,,90,115,28,23,L 1,
CHA,52,Wed Feb 2 2022,7:30p,,Box Score,@,Boston Celtics,L,,107,113,28,24,L 2,
CHA,53,Fri Feb 4 2022,7:00p,,Box Score,,Cleveland Cavaliers,L,,101,102,28,25,L 3,
CHA,54,Sat Feb 5 2022,7:00p,,Box Score,,Miami Heat,L,,86,104,28,26,L 4,
CHA,55,Mon Feb 7 2022,7:00p,,Box Score,,Toronto Raptors,L,,101,116,28,27,L 5,
CHA,56,Wed Feb 9 2022,7:30p,,Box Score,,Chicago Bulls,L,,109,121,28,28,L 6,
CHA,57,Fri Feb 11 2022,7:00p,,Box Score,@,Detroit Pistons,W,,141,119,29,28,W 1,
CHA,58,Sat Feb 12 2022,7:00p,,Box Score,,Memphis Grizzlies,L,,118,125,29,29,L 1,
CHA,59,Tue Feb 15 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,OT,120,126,29,30,L 2,
CHA,60,Thu Feb 17 2022,7:00p,,Box Score,,Miami Heat,L,2OT,107,111,29,31,L 3,
CHA,61,Fri Feb 25 2022,7:00p,,Box Score,,Toronto Raptors,W,,125,93,30,31,W 1,
CHA,62,Sun Feb 27 2022,7:00p,,Box Score,,Detroit Pistons,L,OT,126,127,30,32,L 1,
CHA,63,Mon Feb 28 2022,8:00p,,Box Score,@,Milwaukee Bucks,L,,106,130,30,33,L 2,
CHA,64,Wed Mar 2 2022,7:00p,,Box Score,@,Cleveland Cavaliers,W,,119,98,31,33,W 1,
CHA,65,Sat Mar 5 2022,7:00p,,Box Score,,San Antonio Spurs,W,,123,117,32,33,W 2,
CHA,66,Tue Mar 8 2022,7:00p,,Box Score,,Brooklyn Nets,L,,121,132,32,34,L 1,
CHA,67,Wed Mar 9 2022,7:00p,,Box Score,,Boston Celtics,L,,101,115,32,35,L 2,
CHA,68,Fri Mar 11 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,142,120,33,35,W 1,
CHA,69,Mon Mar 14 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,134,116,34,35,W 2,
CHA,70,Wed Mar 16 2022,7:00p,,Box Score,,Atlanta Hawks,W,,116,106,35,35,W 3,
CHA,71,Sat Mar 19 2022,7:00p,,Box Score,,Dallas Mavericks,W,,129,108,36,35,W 4,
CHA,72,Mon Mar 21 2022,7:00p,,Box Score,,New Orleans Pelicans,W,,106,103,37,35,W 5,
CHA,73,Wed Mar 23 2022,7:00p,,Box Score,,New York Knicks,L,,106,121,37,36,L 1,
CHA,74,Fri Mar 25 2022,7:00p,,Box Score,,Utah Jazz,W,,107,101,38,36,W 1,
CHA,75,Sun Mar 27 2022,7:30p,,Box Score,@,Brooklyn Nets,W,,119,110,39,36,W 2,
CHA,76,Mon Mar 28 2022,7:00p,,Box Score,,Denver Nuggets,L,,109,113,39,37,L 1,
CHA,77,Wed Mar 30 2022,7:30p,,Box Score,@,New York Knicks,W,,125,114,40,37,W 1,
CHA,78,Sat Apr 2 2022,12:30p,,Box Score,@,Philadelphia 76ers,L,,114,144,40,38,L 1,
CHA,79,Tue Apr 5 2022,7:30p,,Box Score,@,Miami Heat,L,,115,144,40,39,L 2,
CHA,80,Thu Apr 7 2022,7:00p,,Box Score,,Orlando Magic,W,,128,101,41,39,W 1,
CHA,81,Fri Apr 8 2022,8:00p,,Box Score,@,Chicago Bulls,W,,133,117,42,39,W 2,
CHA,82,Sun Apr 10 2022,3:30p,,Box Score,,Washington Wizards,W,,124,108,43,39,W 3,
CHA,83,Wed Apr 13 2022,7:00p,,Box Score,@,Atlanta Hawks,L,,103,132,43,40,L 1,Play-In Game
MEM,1,Wed Oct 20 2021,8:00p,,Box Score,,Cleveland Cavaliers,W,,132,121,1,0,W 1,
MEM,2,Sat Oct 23 2021,10:30p,,Box Score,@,Los Angeles Clippers,W,,120,114,2,0,W 2,
MEM,3,Sun Oct 24 2021,9:30p,,Box Score,@,Los Angeles Lakers,L,,118,121,2,1,L 1,
MEM,4,Wed Oct 27 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,96,116,2,2,L 2,
MEM,5,Thu Oct 28 2021,10:00p,,Box Score,@,Golden State Warriors,W,OT,104,101,3,2,W 1,
MEM,6,Sat Oct 30 2021,8:00p,,Box Score,,Miami Heat,L,,103,129,3,3,L 1,
MEM,7,Mon Nov 1 2021,8:00p,,Box Score,,Denver Nuggets,W,,106,97,4,3,W 1,
MEM,8,Wed Nov 3 2021,8:00p,,Box Score,,Denver Nuggets,W,,108,106,5,3,W 2,
MEM,9,Fri Nov 5 2021,7:00p,,Box Score,@,Washington Wizards,L,,87,115,5,4,L 1,
MEM,10,Mon Nov 8 2021,8:00p,,Box Score,,Minnesota Timberwolves,W,OT,125,118,6,4,W 1,
MEM,11,Wed Nov 10 2021,8:00p,,Box Score,,Charlotte Hornets,L,,108,118,6,5,L 1,
MEM,12,Fri Nov 12 2021,8:00p,,Box Score,,Phoenix Suns,L,,94,119,6,6,L 2,
MEM,13,Sat Nov 13 2021,7:00p,,Box Score,@,New Orleans Pelicans,L,,101,112,6,7,L 3,
MEM,14,Mon Nov 15 2021,8:00p,,Box Score,,Houston Rockets,W,,136,102,7,7,W 1,
MEM,15,Thu Nov 18 2021,8:00p,,Box Score,,Los Angeles Clippers,W,,120,108,8,7,W 2,
MEM,16,Sat Nov 20 2021,8:00p,,Box Score,@,Minnesota Timberwolves,L,,95,138,8,8,L 1,
MEM,17,Mon Nov 22 2021,9:00p,,Box Score,@,Utah Jazz,W,,119,118,9,8,W 1,
MEM,18,Wed Nov 24 2021,8:00p,,Box Score,,Toronto Raptors,L,,113,126,9,9,L 1,
MEM,19,Fri Nov 26 2021,8:00p,,Box Score,,Atlanta Hawks,L,,100,132,9,10,L 2,
MEM,20,Sun Nov 28 2021,6:00p,,Box Score,,Sacramento Kings,W,,128,101,10,10,W 1,
MEM,21,Tue Nov 30 2021,7:30p,,Box Score,@,Toronto Raptors,W,,98,91,11,10,W 2,
MEM,22,Thu Dec 2 2021,8:00p,,Box Score,,Oklahoma City Thunder,W,,152,79,12,10,W 3,
MEM,23,Sat Dec 4 2021,8:30p,,Box Score,@,Dallas Mavericks,W,,97,90,13,10,W 4,
MEM,24,Mon Dec 6 2021,7:30p,,Box Score,@,Miami Heat,W,,105,90,14,10,W 5,
MEM,25,Wed Dec 8 2021,8:00p,,Box Score,,Dallas Mavericks,L,,96,104,14,11,L 1,
MEM,26,Thu Dec 9 2021,8:00p,,Box Score,,Los Angeles Lakers,W,,108,95,15,11,W 1,
MEM,27,Sat Dec 11 2021,8:00p,,Box Score,,Houston Rockets,W,,113,106,16,11,W 2,
MEM,28,Mon Dec 13 2021,8:00p,,Box Score,,Philadelphia 76ers,W,,126,91,17,11,W 3,
MEM,29,Wed Dec 15 2021,10:00p,,Box Score,@,Portland Trail Blazers,W,,113,103,18,11,W 4,
MEM,30,Fri Dec 17 2021,10:00p,,Box Score,@,Sacramento Kings,W,,124,105,19,11,W 5,
MEM,31,Sun Dec 19 2021,6:00p,,Box Score,,Portland Trail Blazers,L,,100,105,19,12,L 1,
MEM,32,Mon Dec 20 2021,8:00p,,Box Score,,Oklahoma City Thunder,L,,99,102,19,13,L 2,
MEM,33,Thu Dec 23 2021,10:00p,,Box Score,@,Golden State Warriors,L,,104,113,19,14,L 3,
MEM,34,Sun Dec 26 2021,6:00p,,Box Score,@,Sacramento Kings,W,,127,102,20,14,W 1,
MEM,35,Mon Dec 27 2021,9:00p,,Box Score,@,Phoenix Suns,W,,114,113,21,14,W 2,
MEM,36,Wed Dec 29 2021,8:00p,,Box Score,,Los Angeles Lakers,W,,104,99,22,14,W 3,
MEM,37,Fri Dec 31 2021,8:00p,,Box Score,,San Antonio Spurs,W,,118,105,23,14,W 4,
MEM,38,Mon Jan 3 2022,7:30p,,Box Score,@,Brooklyn Nets,W,,118,104,24,14,W 5,
MEM,39,Tue Jan 4 2022,7:00p,,Box Score,@,Cleveland Cavaliers,W,,110,106,25,14,W 6,
MEM,40,Thu Jan 6 2022,8:00p,,Box Score,,Detroit Pistons,W,,118,88,26,14,W 7,
MEM,41,Sat Jan 8 2022,3:30p,,Box Score,@,Los Angeles Clippers,W,,123,108,27,14,W 8,
MEM,42,Sun Jan 9 2022,9:30p,,Box Score,@,Los Angeles Lakers,W,,127,119,28,14,W 9,
MEM,43,Tue Jan 11 2022,8:00p,,Box Score,,Golden State Warriors,W,,116,108,29,14,W 10,
MEM,44,Thu Jan 13 2022,8:00p,,Box Score,,Minnesota Timberwolves,W,,116,108,30,14,W 11,
MEM,45,Fri Jan 14 2022,10:00p,,Box Score,,Dallas Mavericks,L,,85,112,30,15,L 1,
MEM,46,Mon Jan 17 2022,3:30p,,Box Score,,Chicago Bulls,W,,119,106,31,15,W 1,
MEM,47,Wed Jan 19 2022,8:00p,,Box Score,@,Milwaukee Bucks,L,,114,126,31,16,L 1,
MEM,48,Fri Jan 21 2022,9:00p,,Box Score,@,Denver Nuggets,W,,122,118,32,16,W 1,
MEM,49,Sun Jan 23 2022,7:30p,,Box Score,@,Dallas Mavericks,L,,91,104,32,17,L 1,
MEM,50,Wed Jan 26 2022,8:30p,,Box Score,@,San Antonio Spurs,W,,118,110,33,17,W 1,
MEM,51,Fri Jan 28 2022,8:00p,,Box Score,,Utah Jazz,W,,119,109,34,17,W 2,
MEM,52,Sat Jan 29 2022,8:00p,,Box Score,,Washington Wizards,W,,115,95,35,17,W 3,
MEM,53,Mon Jan 31 2022,7:00p,,Box Score,@,Philadelphia 76ers,L,OT,119,122,35,18,L 1,
MEM,54,Wed Feb 2 2022,7:30p,,Box Score,@,New York Knicks,W,,120,108,36,18,W 1,
MEM,55,Sat Feb 5 2022,5:00p,,Box Score,@,Orlando Magic,W,,135,115,37,18,W 2,
MEM,56,Tue Feb 8 2022,8:00p,,Box Score,,Los Angeles Clippers,W,,135,109,38,18,W 3,
MEM,57,Thu Feb 10 2022,7:00p,,Box Score,@,Detroit Pistons,W,,132,107,39,18,W 4,
MEM,58,Sat Feb 12 2022,7:00p,,Box Score,@,Charlotte Hornets,W,,125,118,40,18,W 5,
MEM,59,Tue Feb 15 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,121,109,41,18,W 6,
MEM,60,Wed Feb 16 2022,8:00p,,Box Score,,Portland Trail Blazers,L,,119,123,41,19,L 1,
MEM,61,Thu Feb 24 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,114,119,41,20,L 2,
MEM,62,Sat Feb 26 2022,8:00p,,Box Score,@,Chicago Bulls,W,,116,110,42,20,W 1,
MEM,63,Mon Feb 28 2022,8:00p,,Box Score,,San Antonio Spurs,W,,118,105,43,20,W 2,
MEM,64,Thu Mar 3 2022,7:30p,,Box Score,@,Boston Celtics,L,,107,120,43,21,L 1,
MEM,65,Sat Mar 5 2022,8:00p,,Box Score,,Orlando Magic,W,,124,96,44,21,W 1,
MEM,66,Sun Mar 6 2022,7:00p,,Box Score,@,Houston Rockets,L,,112,123,44,22,L 1,
MEM,67,Tue Mar 8 2022,7:30p,,Box Score,,New Orleans Pelicans,W,,132,111,45,22,W 1,
MEM,68,Fri Mar 11 2022,8:00p,,Box Score,,New York Knicks,W,,118,114,46,22,W 2,
MEM,69,Sun Mar 13 2022,7:00p,,Box Score,@,Oklahoma City Thunder,W,,125,118,47,22,W 3,
MEM,70,Tue Mar 15 2022,7:00p,,Box Score,@,Indiana Pacers,W,,135,102,48,22,W 4,
MEM,71,Fri Mar 18 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,105,120,48,23,L 1,
MEM,72,Sun Mar 20 2022,3:30p,,Box Score,@,Houston Rockets,W,,122,98,49,23,W 1,
MEM,73,Wed Mar 23 2022,7:30p,,Box Score,,Brooklyn Nets,W,,132,120,50,23,W 2,
MEM,74,Thu Mar 24 2022,8:00p,,Box Score,,Indiana Pacers,W,,133,103,51,23,W 3,
MEM,75,Sat Mar 26 2022,8:00p,,Box Score,,Milwaukee Bucks,W,,127,102,52,23,W 4,
MEM,76,Mon Mar 28 2022,8:00p,,Box Score,,Golden State Warriors,W,,123,95,53,23,W 5,
MEM,77,Wed Mar 30 2022,8:30p,,Box Score,@,San Antonio Spurs,W,,112,111,54,23,W 6,
MEM,78,Fri Apr 1 2022,8:00p,,Box Score,,Phoenix Suns,W,,122,114,55,23,W 7,
MEM,79,Tue Apr 5 2022,9:00p,,Box Score,@,Utah Jazz,L,OT,115,121,55,24,L 1,
